id,datestamp,L,KL,GymReal,MBGs,KRS,Gruppe,TPB_Mean,MITTELWERT,AT_Mean,AT1,AT2_invert,AT3,AT4,SN_Mean,SN1,SN2,SN3,INT_Mean,INT1,INT2,INT3,PBC_Mean,PBC1,PBC2,B_Mean,B1,B2,B4_invert,B5,B6,B7,B8_invert,B9_invert,B10,PROB1_codiert,PROB2_codiert,PROB3_codiert,PROB4_codiert,PROB5_codiert,PROB6_codiert,PROB7_codiert,AT2,B3,B4,B8,B9,interviewtime,Zeit,Zeit_min,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,filter_$,ü25,PrePost,B3_invert
130,2023-05-10T08:27:25Z,0,10,1,0,1,2,2.466666666666667,2.35,3,3,3,3,3,2,3,1,NA,2.3333333333333335,2,3,2,3,3,3,2,3,1,NA,2,2,2,2,2,2,2,4,1,3,5,6,7,0,1,NA,1,1,09:46:06,586.1,9.768333333333334,PRB2,PRB4,PRB1,PRB3,PRB5,PRB6,PRB7,0,2,1,2
81,2023-05-10T08:32:58Z,0,7,1,1,0,1,2.15,2,2.75,3,3,3,2,1.6666666666666667,2,2,1,2.3333333333333335,2,2,3,2.5,3,2,1.5,2,1,1,1,3,2,1,1,NA,4,2,3,5,6,7,1,0,1,2,2,2,09:46:06,586.1,9.768333333333334,PRB4,PRB2,PRB3,PRB5,PRB6,PRB7,PRB1,1,1,1,2
182,2023-05-10T10:07:33Z,0,9,2,0,0,0,1.1055555555555556,0.9545454545454546,1.75,2,2,2,1,1,2,1,0,0,0,0,0,2,2,2,0.7777777777777778,0,0,0,1,3,0,1,1,1,1,5,6,2,7,3,4,1,3,3,2,2,09:47:54,587.9,9.798333333333334,PRB1,PRB5,PRB6,PRB2,PRB7,PRB3,PRB4,0,0,0,0
181,2023-05-10T10:07:34Z,0,9,2,0,0,0,0.9404761904761905,1.0555555555555556,1.25,1,3,1,0,0.6666666666666666,2,0,0,0.5,0,1,NA,1,0,2,1.2857142857142858,0,1,0,NA,3,0,2,3,NA,2,3,4,5,1,6,7,0,NA,3,1,0,09:49:19,589.3166666666667,9.821944444444446,PRB2,PRB3,PRB4,PRB5,PRB1,PRB6,PRB7,0,4,0,NA
91,2023-05-10T08:13:57Z,0,9,1,0,0,0,1.0555555555555556,1.0526315789473684,1,1,NA,1,1,1,0,2,NA,1,1,NA,1,1.5,2,1,0.7777777777777778,0,0,3,0,0,0,3,1,0,1,4,2,3,5,7,6,NA,0,0,0,2,10:09:41,609.6833333333333,10.161388888888888,PRB1,PRB4,PRB2,PRB3,PRB5,PRB7,PRB6,0,3,0,3
123,2023-05-10T08:22:35Z,0,10,1,0,0,0,1.3583333333333332,1.380952380952381,2,1,3,3,1,1.3333333333333333,1,2,1,1.3333333333333333,1,2,1,1,1,1,1.125,1,1,1,1,2,0,2,1,NA,2,4,6,3,1,5,7,0,1,2,1,2,10:14:29,614.4833333333333,10.241388888888888,PRB2,PRB4,PRB6,PRB3,PRB1,PRB5,PRB7,0,1,0,2
77,2023-05-10T08:37:56Z,0,9,1,1,0,1,2.0055555555555555,1.8636363636363635,2.75,3,3,3,2,1.6666666666666667,2,2,1,1.6666666666666667,1,2,2,2.5,3,2,1.4444444444444444,2,3,1,1,3,1,0,0,2,4,2,6,7,1,3,5,0,1,2,3,3,10:14:29,614.4833333333333,10.241388888888888,PRB4,PRB2,PRB6,PRB7,PRB1,PRB3,PRB5,1,0,1,2
88,2023-05-10T08:14:01Z,0,9,1,0,0,0,1,1.1764705882352942,2,1,3,2,NA,0.5,1,0,NA,1,1,NA,NA,0.5,1,0,1,0,0,2,0,1,0,3,2,NA,1,4,2,3,5,6,7,0,0,1,0,1,10:21:15,621.25,10.354166666666666,PRB1,PRB4,PRB2,PRB3,PRB5,PRB6,PRB7,0,5,1,3
94,2023-05-10T08:14:22Z,0,9,1,1,1,2,2.2666666666666666,2.1363636363636362,3,3,3,3,3,1,2,1,0,2.3333333333333335,2,3,2,3,3,3,2,3,2,2,2,2,1,0,3,3,4,2,3,6,1,7,5,0,2,1,3,0,10:27:23,627.3833333333333,10.456388888888888,PRB4,PRB2,PRB3,PRB6,PRB1,PRB7,PRB5,0,0,1,1
177,2023-05-10T10:07:05Z,0,9,2,0,0,0,0.6833333333333333,0.7727272727272727,1.75,2,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0.6666666666666666,0,1,0,0,0,0,2,3,0,6,1,5,3,7,2,4,0,1,3,1,0,10:41:26,641.4333333333333,10.690555555555555,PRB6,PRB1,PRB5,PRB3,PRB7,PRB2,PRB4,0,0,1,2
79,2023-05-15T11:12:40Z,0,7,1,1,0,1,2.216666666666667,2.090909090909091,2.75,3,3,3,2,2,3,2,1,2.3333333333333335,2,3,2,2,2,2,2,3,1,0,1,3,3,3,2,2,4,2,3,6,5,1,7,0,3,3,0,1,10:41:27,641.45,10.690833333333334,PRB4,PRB2,PRB3,PRB6,PRB5,PRB1,PRB7,1,0,1,0
145,2023-05-10T08:28:36Z,0,10,1,0,0,0,1.5166666666666666,1.619047619047619,2,1,2,2,3,1.3333333333333333,1,1,2,1,1,2,0,1.5,1,2,1.75,3,1,1,2,2,1,2,2,NA,2,4,6,7,3,1,5,1,1,2,1,1,10:45:07,645.1166666666667,10.751944444444444,PRB2,PRB4,PRB6,PRB7,PRB3,PRB1,PRB5,0,1,0,2
83,2023-05-10T08:11:59Z,0,8,2,1,0,1,1.0944444444444446,1.1818181818181819,1.25,1,1,2,1,0.6666666666666666,0,2,0,1.3333333333333333,0,2,2,1,2,0,1.2222222222222223,0,2,0,2,3,1,2,1,0,4,1,2,6,5,3,7,2,1,3,1,2,10:52:45,652.75,10.879166666666666,PRB4,PRB1,PRB2,PRB6,PRB5,PRB3,PRB7,1,0,1,2
178,2023-05-10T10:07:23Z,0,9,2,0,0,0,2.1055555555555556,2.0454545454545454,2.75,3,3,3,2,1.6666666666666667,1,1,3,2.3333333333333335,2,3,2,2,2,2,1.7777777777777777,2,1,0,2,3,2,2,2,2,4,6,3,2,7,5,1,0,1,3,1,1,10:52:45,652.75,10.879166666666666,PRB4,PRB6,PRB3,PRB2,PRB7,PRB5,PRB1,0,0,1,2
162,2023-05-10T08:37:03Z,0,10,1,0,0,0,1.7238095238095237,1.6111111111111112,2,2,2,2,NA,1.3333333333333333,1,1,2,2.5,2,3,NA,1.5,1,2,1.2857142857142858,0,2,0,NA,3,2,0,2,NA,2,4,3,1,5,6,7,1,1,3,3,1,10:52:56,652.9333333333333,10.882222222222222,PRB2,PRB4,PRB3,PRB1,PRB5,PRB6,PRB7,0,4,0,2
184,2023-05-10T10:09:09Z,0,9,2,0,0,0,1.4976190476190476,1.5263157894736843,1.75,1,3,2,1,0.5,0,1,NA,1.6666666666666667,2,2,1,2,2,2,1.5714285714285714,3,2,1,NA,1,0,1,3,NA,2,4,6,3,1,5,7,0,2,2,2,0,11:10:58,670.9666666666667,11.182777777777778,PRB2,PRB4,PRB6,PRB3,PRB1,PRB5,PRB7,0,3,1,1
180,2023-05-10T10:09:00Z,0,9,2,0,0,0,2.361904761904762,2.3,3,3,3,3,3,1.6666666666666667,2,1,2,2,1,3,2,3,3,3,2.142857142857143,3,2,1,NA,2,1,3,3,NA,2,4,5,6,7,1,3,0,1,2,0,0,11:25:11,685.1833333333333,11.419722222222221,PRB2,PRB4,PRB5,PRB6,PRB7,PRB1,PRB3,0,2,1,2
116,2023-05-10T08:25:07Z,0,10,1,0,0,0,1.088888888888889,1.2272727272727273,1,2,1,1,0,0.3333333333333333,1,0,0,0.6666666666666666,0,1,1,2,2,2,1.4444444444444444,3,2,0,2,2,0,1,3,0,2,5,4,1,6,7,3,2,0,3,2,0,11:31:03,691.05,11.5175,PRB2,PRB5,PRB4,PRB1,PRB6,PRB7,PRB3,0,0,1,3
85,2023-05-10T08:15:12Z,0,9,1,0,0,0,1.9714285714285715,2,2.5,2,3,3,2,1,1,1,1,2,2,2,2,2.5,2,3,1.8571428571428572,3,2,2,NA,3,0,2,1,NA,2,4,3,1,6,7,5,0,0,1,1,2,11:40:58,700.9666666666667,11.682777777777778,PRB2,PRB4,PRB3,PRB1,PRB6,PRB7,PRB5,0,2,1,3
179,2023-05-10T10:09:26Z,0,9,2,0,1,2,1.9166666666666665,1.875,1.75,1,2,2,2,1.3333333333333333,1,2,1,2,NA,2,NA,2.5,2,3,2,NA,3,0,NA,3,0,3,3,NA,6,4,1,2,7,3,5,1,0,3,0,0,12:01:04,721.0666666666667,12.017777777777779,PRB6,PRB4,PRB1,PRB2,PRB7,PRB3,PRB5,0,5,1,3
101,2023-05-10T08:32:52Z,0,7,1,1,0,1,2.475,2.4285714285714284,3,3,3,3,3,1.3333333333333333,1,2,1,2.6666666666666665,2,3,3,3,3,3,2.375,3,3,1,NA,3,3,1,3,2,4,6,1,5,3,7,2,0,1,2,2,0,12:18:21,738.35,12.305833333333334,PRB4,PRB6,PRB1,PRB5,PRB3,PRB7,PRB2,1,1,1,2
89,2023-05-10T08:16:20Z,0,9,1,0,0,0,1.7047619047619047,1.8,2.5,2,3,3,2,0.3333333333333333,0,1,0,1.3333333333333333,1,2,1,2.5,2,3,1.8571428571428572,1,1,2,NA,3,2,2,2,NA,4,2,6,5,1,3,7,0,0,1,1,1,12:39:56,759.9333333333333,12.665555555555555,PRB4,PRB2,PRB6,PRB5,PRB1,PRB3,PRB7,0,2,0,3
165,2023-05-10T08:38:58Z,0,10,1,0,0,0,1.1416666666666668,1.1904761904761905,1.75,2,2,2,1,0.3333333333333333,1,0,0,1,1,1,1,1.5,1,2,1.125,0,1,1,NA,2,1,2,2,0,2,1,4,5,6,3,7,1,1,2,1,1,12:47:37,767.6166666666667,12.793611111111112,PRB2,PRB1,PRB4,PRB5,PRB6,PRB3,PRB7,0,1,0,2
138,2023-05-10T08:30:41Z,0,11,1,0,0,0,1.6444444444444446,1.619047619047619,2,2,3,2,1,1,2,1,0,1.6666666666666667,2,2,1,2,2,2,1.5555555555555556,2,1,1,0,3,0,2,3,2,4,2,6,7,5,3,1,0,NA,2,1,0,12:55:11,775.1833333333333,12.919722222222221,PRB4,PRB2,PRB6,PRB7,PRB5,PRB3,PRB1,0,1,0,NA
151,2023-05-10T08:32:06Z,0,10,1,0,0,0,1.8166666666666669,1.9090909090909092,2.75,3,2,3,3,1.6666666666666667,2,1,2,1.6666666666666667,1,3,1,1,1,1,2,3,2,0,1,3,3,3,3,0,4,3,6,5,2,7,1,1,2,3,0,0,13:20:02,800.0333333333333,13.333888888888888,PRB4,PRB3,PRB6,PRB5,PRB2,PRB7,PRB1,0,0,0,1
105,2023-05-10T08:18:08Z,0,9,1,0,0,0,1,1,1.5,3,0,3,0,0.6666666666666666,1,0,1,1.3333333333333333,1,2,1,0.5,0,1,1,0,1,1,NA,3,0,1,1,NA,2,5,6,4,1,7,3,3,3,2,2,2,13:24:09,804.15,13.4025,PRB2,PRB5,PRB6,PRB4,PRB1,PRB7,PRB3,0,2,1,0
124,2023-05-10T08:25:51Z,0,10,1,0,0,0,1.2555555555555555,1.1818181818181819,1.5,1,3,2,0,0.3333333333333333,0,1,0,1.6666666666666667,2,2,1,2,2,2,0.7777777777777778,0,0,0,0,1,0,3,2,1,2,6,3,7,5,4,1,0,0,3,0,1,13:30:04,810.0666666666667,13.501111111111111,PRB2,PRB6,PRB3,PRB7,PRB5,PRB4,PRB1,0,0,1,3
118,2023-05-10T08:25:47Z,0,10,1,0,0,0,1.4833333333333332,1.5,1.75,2,2,2,1,1,0,1,2,1.3333333333333333,1,2,1,2,2,2,1.3333333333333333,2,1,1,0,2,1,3,1,1,2,6,5,4,7,3,1,1,0,2,0,2,13:38:11,818.1833333333333,13.636388888888888,PRB2,PRB6,PRB5,PRB4,PRB7,PRB3,PRB1,0,0,1,3
150,2023-05-10T08:32:36Z,0,10,1,0,0,0,1.3261904761904761,1.4,1.75,2,3,2,0,0.6666666666666666,1,0,1,1,1,2,0,1.5,0,3,1.7142857142857142,2,NA,0,NA,2,1,3,3,1,2,3,4,1,5,6,7,0,2,3,0,0,13:56:32,836.5333333333333,13.942222222222222,PRB2,PRB3,PRB4,PRB1,PRB5,PRB6,PRB7,0,2,1,1
104,2023-05-10T08:19:30Z,0,9,1,0,0,0,1.3119047619047621,1.3,2.25,3,3,2,1,0.3333333333333333,0,0,1,1.3333333333333333,1,2,1,1.5,1,2,1.1428571428571428,0,0,2,NA,2,1,1,2,NA,3,2,4,1,7,5,6,0,2,1,2,1,14:55:02,895.0333333333333,14.917222222222222,PRB3,PRB2,PRB4,PRB1,PRB7,PRB5,PRB6,0,2,0,1
106,2023-05-10T08:27:47Z,0,9,1,0,0,0,1.911111111111111,1.9047619047619047,2.6666666666666665,3,2,3,NA,1.3333333333333333,2,1,1,1.6666666666666667,1,2,2,2,1,3,1.8888888888888888,3,2,2,2,3,0,0,3,2,4,2,3,1,5,6,7,1,1,1,3,0,20:58:21,1258.35,20.9725,PRB4,PRB2,PRB3,PRB1,PRB5,PRB6,PRB7,0,1,0,2
189,2023-05-15T14:37:35Z,0,11,1,1,0,1,2.033333333333333,2.090909090909091,3,3,3,3,3,0.6666666666666666,1,1,0,1.6666666666666667,1,3,1,2.5,2,3,2.3333333333333335,3,2,1,3,3,2,3,3,1,4,2,1,5,6,3,7,0,2,2,0,0,30:48:24,1848.4,30.80666666666667,PRB4,PRB2,PRB1,PRB5,PRB6,PRB3,PRB7,1,0,1,1
